batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city,route_id,distance_km,estimated_time_hours,route_type,current_freshness,days_in_storage,temperature,humidity,delay_factor,congestion_level,demand_score,shelf_life_days,days_used,days_remaining,expiry_urgency,spoilage_risk,priority_score
B-1865,Meat,Chilled,B,2026-01-31,2026-02-05,162,Refrigerated,Los Angeles,R-1865,235,4.2,direct,75.9,5,17.7,51.0,1.686,Medium,41,5,5,0,1,High,3.7
B-1866,Meat,Chilled,C,2026-02-09,2026-02-14,273,Refrigerated,Chicago,R-1866,139,2.04,direct,64.9,5,8.3,54.0,1.7147999999999999,Medium,91,5,5,0,1,Medium,5.4
B-1867,Tomato,Fresh,C,2026-02-01,2026-02-15,428,Ambient,Phoenix,R-1867,373,5.74,warehouse,50.2,5,15.0,72.1,1.8536,Medium,95,14,5,9,0,Medium,4.9
B-1868,Meat,Chilled,C,2026-02-06,2026-02-11,465,Refrigerated,Chicago,R-1868,65,1.1,direct,92.6,1,20.3,83.9,1.7147999999999999,Medium,91,5,1,4,0,High,6.4
B-1869,Onion,Fresh,C,2026-02-03,2026-02-17,391,Ambient,Chicago,R-1869,260,3.71,direct,75.1,10,8.8,64.4,1.7147999999999999,Medium,55,14,10,4,0,Medium,4.2
B-1870,Meat,Chilled,B,2026-02-08,2026-02-13,399,Refrigerated,Houston,R-1870,479,7.37,warehouse,62.8,6,23.1,62.7,1.7380000000000002,Medium,90,5,6,-1,1,High,5.0
B-1871,Tomato,Fresh,C,2026-01-31,2026-02-14,60,Ambient,Houston,R-1871,47,0.69,warehouse,88.5,2,3.4,49.8,1.7380000000000002,Medium,83,14,2,12,0,Medium,5.9
B-1872,Tomato,Fresh,A,2026-02-09,2026-02-23,94,Ambient,Houston,R-1872,233,4.09,warehouse,94.4,1,2.8,35.4,1.7380000000000002,Medium,83,14,1,13,0,Medium,5.9
B-1873,Tomato,Fresh,A,2026-02-02,2026-02-16,130,Ambient,Phoenix,R-1873,86,1.95,direct,95.7,1,17.5,89.9,1.8536,Medium,95,14,1,13,0,Medium,6.6
B-1874,Milk,Chilled,B,2026-02-02,2026-02-09,92,Refrigerated,Chicago,R-1874,387,5.86,warehouse,38.8,7,20.7,39.5,1.7147999999999999,Medium,42,7,7,0,1,High,2.5
B-1875,Onion,Fresh,B,2026-02-02,2026-02-16,137,Ambient,Houston,R-1875,148,1.85,warehouse,34.1,7,12.8,66.7,1.7380000000000002,Medium,84,14,7,7,0,High,4.2
B-1876,Tomato,Fresh,B,2026-02-09,2026-02-23,228,Ambient,Houston,R-1876,153,2.32,direct,93.0,2,2.8,32.5,1.7380000000000002,Medium,83,14,2,12,0,Medium,6.0
B-1877,Tomato,Fresh,A,2026-01-31,2026-02-14,454,Ambient,Chicago,R-1877,251,4.48,warehouse,75.7,8,14.6,83.7,1.7147999999999999,Medium,72,14,8,6,0,Medium,4.9
B-1878,Fish,Chilled,C,2026-02-09,2026-02-14,338,Refrigerated,New York,R-1878,67,0.89,direct,45.4,10,11.3,46.4,1.565,High,88,5,10,-5,1,High,4.8
B-1879,Meat,Chilled,A,2026-02-03,2026-02-08,128,Refrigerated,Houston,R-1879,343,5.28,direct,93.5,2,6.7,59.4,1.7380000000000002,Medium,90,5,2,3,0,Medium,6.1
B-1880,Onion,Fresh,C,2026-02-06,2026-02-20,77,Ambient,New York,R-1880,52,0.88,direct,95.3,1,15.8,82.1,1.565,High,69,14,1,13,0,Medium,5.6
B-1881,Fish,Chilled,C,2026-02-06,2026-02-11,74,Refrigerated,Los Angeles,R-1881,145,2.38,warehouse,76.1,4,5.6,32.7,1.686,Medium,46,5,4,1,1,Medium,4.0
B-1882,Tomato,Fresh,C,2026-01-31,2026-02-14,263,Ambient,New York,R-1882,380,9.5,warehouse,91.8,1,13.3,68.2,1.565,High,99,14,1,13,0,Medium,6.3
B-1883,Milk,Chilled,A,2026-02-06,2026-02-13,250,Refrigerated,Phoenix,R-1883,471,11.21,direct,41.6,7,13.3,89.5,1.8536,Medium,44,7,7,0,1,High,2.5
B-1884,Fish,Chilled,C,2026-02-03,2026-02-08,287,Refrigerated,New York,R-1884,232,3.62,direct,75.9,3,17.9,70.4,1.565,High,88,5,3,2,1,High,5.6
B-1885,Tomato,Fresh,C,2026-02-06,2026-02-20,220,Ambient,Los Angeles,R-1885,137,2.4,warehouse,70.5,5,4.7,84.3,1.686,Medium,77,14,5,9,0,Medium,5.1
B-1886,Fish,Chilled,B,2026-02-09,2026-02-14,371,Refrigerated,Chicago,R-1886,482,6.89,direct,80.0,3,4.9,75.4,1.7147999999999999,Medium,52,5,3,2,1,Medium,4.0
B-1887,Meat,Chilled,A,2026-02-07,2026-02-12,377,Refrigerated,Phoenix,R-1887,205,3.47,warehouse,84.0,8,20.1,67.6,1.8536,Medium,81,5,8,-3,1,High,5.6
B-1888,Fish,Chilled,B,2026-02-02,2026-02-07,228,Refrigerated,Los Angeles,R-1888,367,7.49,direct,95.9,2,16.0,54.7,1.686,Medium,46,5,2,3,0,High,4.4
B-1889,Milk,Chilled,B,2026-01-31,2026-02-07,438,Refrigerated,Houston,R-1889,435,6.21,warehouse,71.6,4,14.0,30.4,1.7380000000000002,Medium,74,7,4,3,0,High,4.7
B-1890,Milk,Chilled,B,2026-02-01,2026-02-08,148,Refrigerated,Los Angeles,R-1890,151,2.56,direct,45.6,10,8.6,79.4,1.686,Medium,56,7,10,-3,1,High,3.5
B-1891,Meat,Chilled,B,2026-02-01,2026-02-06,466,Refrigerated,Los Angeles,R-1891,105,2.1,direct,0.7,10,18.9,77.9,1.686,Medium,41,5,10,-5,1,High,1.6
B-1892,Onion,Fresh,C,2026-02-07,2026-02-21,79,Ambient,Phoenix,R-1892,320,5.16,direct,62.4,4,19.5,78.3,1.8536,Medium,99,14,4,10,0,Medium,5.5
B-1893,Meat,Chilled,B,2026-02-08,2026-02-13,116,Refrigerated,New York,R-1893,285,5.94,warehouse,41.7,7,14.0,46.4,1.565,High,66,5,7,-2,1,High,3.6
B-1894,Onion,Fresh,B,2026-02-09,2026-02-23,139,Ambient,New York,R-1894,453,10.07,warehouse,17.8,9,12.5,88.9,1.565,High,69,14,9,5,0,High,2.8
B-1895,Fish,Chilled,B,2026-02-03,2026-02-08,496,Refrigerated,Phoenix,R-1895,50,0.93,warehouse,25.9,10,8.9,31.2,1.8536,Medium,66,5,10,-5,1,High,3.4
B-1896,Onion,Fresh,C,2026-02-03,2026-02-17,194,Ambient,Houston,R-1896,339,6.05,direct,100.0,0,9.3,64.9,1.7380000000000002,Medium,84,14,0,14,0,Medium,6.0
B-1897,Tomato,Fresh,C,2026-02-02,2026-02-16,99,Ambient,Los Angeles,R-1897,120,1.69,warehouse,95.2,1,13.3,64.7,1.686,Medium,77,14,1,13,0,Medium,5.8
B-1898,Milk,Chilled,A,2026-01-31,2026-02-07,444,Refrigerated,Los Angeles,R-1898,367,8.34,direct,52.6,8,11.9,57.1,1.686,Medium,56,7,8,-1,1,High,3.5
B-1899,Milk,Chilled,C,2026-02-06,2026-02-13,188,Refrigerated,Houston,R-1899,193,2.92,warehouse,92.6,1,9.6,46.8,1.7380000000000002,Medium,74,7,1,6,0,Medium,5.5
B-1900,Onion,Fresh,A,2026-02-02,2026-02-16,151,Ambient,Houston,R-1900,70,1.49,warehouse,74.5,4,20.7,72.3,1.7380000000000002,Medium,84,14,4,10,0,Medium,5.5
B-1901,Tomato,Fresh,A,2026-02-04,2026-02-18,250,Ambient,New York,R-1901,79,1.98,direct,76.0,9,16.3,61.8,1.565,High,99,14,9,5,0,Medium,6.2
B-1902,Tomato,Fresh,C,2026-02-02,2026-02-16,497,Ambient,Los Angeles,R-1902,173,2.31,direct,65.7,7,9.3,35.5,1.686,Medium,77,14,7,7,0,Medium,4.9
B-1903,Fish,Chilled,C,2026-02-09,2026-02-14,250,Refrigerated,New York,R-1903,90,1.61,direct,69.3,8,24.9,57.3,1.565,High,88,5,8,-3,1,High,5.5
B-1904,Meat,Chilled,C,2026-02-04,2026-02-09,221,Refrigerated,Chicago,R-1904,239,5.56,warehouse,95.6,1,4.6,53.9,1.7147999999999999,Medium,91,5,1,4,0,Medium,6.3
B-1905,Tomato,Fresh,C,2026-02-05,2026-02-19,432,Ambient,Houston,R-1905,256,4.13,warehouse,46.1,6,7.7,63.0,1.7380000000000002,Medium,83,14,6,8,0,High,4.4
B-1906,Tomato,Fresh,A,2026-01-31,2026-02-14,496,Ambient,Phoenix,R-1906,318,4.18,warehouse,87.1,5,3.2,36.1,1.8536,Medium,95,14,5,9,0,Medium,6.1
B-1907,Onion,Fresh,B,2026-02-09,2026-02-23,294,Ambient,Houston,R-1907,424,9.86,direct,72.7,7,9.0,82.4,1.7380000000000002,Medium,84,14,7,7,0,Medium,5.1
B-1908,Onion,Fresh,B,2026-02-09,2026-02-23,374,Ambient,Phoenix,R-1908,55,1.38,warehouse,88.8,5,16.1,67.1,1.8536,Medium,99,14,5,9,0,Medium,6.6
B-1909,Meat,Chilled,B,2026-02-09,2026-02-14,282,Refrigerated,Phoenix,R-1909,420,6.09,direct,32.6,9,3.9,31.0,1.8536,Medium,81,5,9,-4,1,High,3.8
B-1910,Onion,Fresh,C,2026-02-07,2026-02-21,116,Ambient,Los Angeles,R-1910,28,0.44,direct,86.7,4,11.8,64.3,1.686,Medium,60,14,4,10,0,Medium,5.0
B-1911,Tomato,Fresh,B,2026-02-01,2026-02-15,344,Ambient,Phoenix,R-1911,393,5.46,warehouse,78.5,9,13.1,70.2,1.8536,Medium,95,14,9,5,0,Medium,5.8
B-1912,Meat,Chilled,C,2026-02-06,2026-02-11,130,Refrigerated,New York,R-1912,233,3.53,direct,91.1,1,8.9,69.0,1.565,High,66,5,1,4,0,Medium,5.1
B-1913,Meat,Chilled,A,2026-02-01,2026-02-06,261,Refrigerated,Phoenix,R-1913,321,4.46,warehouse,96.6,1,19.0,57.0,1.8536,Medium,81,5,1,4,0,High,5.8
B-1914,Milk,Chilled,A,2026-02-04,2026-02-11,183,Refrigerated,Los Angeles,R-1914,422,6.7,warehouse,58.8,8,18.3,34.5,1.686,Medium,56,7,8,-1,1,High,3.6
B-1915,Tomato,Fresh,C,2026-02-04,2026-02-18,398,Ambient,Chicago,R-1915,351,5.4,warehouse,81.6,2,4.0,84.5,1.7147999999999999,Medium,72,14,2,12,0,Medium,5.0
B-1916,Tomato,Fresh,C,2026-02-05,2026-02-19,414,Ambient,Los Angeles,R-1916,244,4.6,warehouse,83.7,2,22.1,35.7,1.686,Medium,77,14,2,12,0,Medium,5.3
B-1917,Milk,Chilled,B,2026-02-06,2026-02-13,211,Refrigerated,Chicago,R-1917,319,7.09,direct,53.6,6,24.0,84.0,1.7147999999999999,Medium,42,7,6,1,1,High,3.0
B-1918,Onion,Fresh,B,2026-02-07,2026-02-21,336,Ambient,Los Angeles,R-1918,119,2.43,warehouse,100.0,0,12.4,72.4,1.686,Medium,60,14,0,14,0,Medium,5.3
B-1919,Onion,Fresh,B,2026-02-09,2026-02-23,50,Ambient,Phoenix,R-1919,50,1.19,direct,21.6,10,21.4,56.1,1.8536,Medium,99,14,10,4,0,High,4.6
B-1920,Fish,Chilled,B,2026-02-07,2026-02-12,471,Refrigerated,New York,R-1920,138,1.82,warehouse,100.0,0,7.3,77.0,1.565,High,88,5,0,5,0,Medium,6.4
B-1921,Fish,Chilled,B,2026-02-02,2026-02-07,269,Refrigerated,New York,R-1921,229,3.01,warehouse,65.7,8,22.1,36.5,1.565,High,88,5,8,-3,1,High,5.3
B-1922,Fish,Chilled,A,2026-02-03,2026-02-08,146,Refrigerated,Houston,R-1922,418,7.89,warehouse,17.7,9,12.4,36.3,1.7380000000000002,Medium,77,5,9,-4,1,High,3.2
B-1923,Milk,Chilled,A,2026-02-09,2026-02-16,295,Refrigerated,Chicago,R-1923,181,3.62,warehouse,64.4,4,4.6,38.3,1.7147999999999999,Medium,42,7,4,3,0,Medium,3.4
B-1924,Milk,Chilled,C,2026-02-04,2026-02-11,475,Refrigerated,New York,R-1924,370,6.17,direct,85.3,6,8.7,64.1,1.565,High,77,7,6,1,1,Medium,5.3
B-1925,Tomato,Fresh,C,2026-01-31,2026-02-14,243,Ambient,Los Angeles,R-1925,141,3.36,direct,44.9,9,7.2,66.1,1.686,Medium,77,14,9,5,0,High,4.3
B-1926,Milk,Chilled,A,2026-02-08,2026-02-15,163,Refrigerated,Chicago,R-1926,145,2.46,direct,76.9,5,2.2,75.3,1.7147999999999999,Medium,42,7,5,2,1,Medium,3.8
B-1927,Milk,Chilled,A,2026-02-08,2026-02-15,437,Refrigerated,Chicago,R-1927,28,0.64,direct,52.5,10,20.3,79.1,1.7147999999999999,Medium,42,7,10,-3,1,High,3.2
B-1928,Meat,Chilled,C,2026-02-04,2026-02-09,425,Refrigerated,Los Angeles,R-1928,368,5.04,direct,91.9,1,9.2,57.6,1.686,Medium,41,5,1,4,0,Medium,4.0
B-1929,Meat,Chilled,C,2026-02-04,2026-02-09,290,Refrigerated,Chicago,R-1929,404,6.73,direct,80.6,2,13.0,30.4,1.7147999999999999,Medium,91,5,2,3,0,High,5.7
B-1930,Fish,Chilled,A,2026-02-02,2026-02-07,453,Refrigerated,New York,R-1930,29,0.42,direct,81.6,4,8.7,57.0,1.565,High,88,5,4,1,1,Medium,5.9
B-1931,Tomato,Fresh,B,2026-02-07,2026-02-21,238,Ambient,Houston,R-1931,426,6.09,warehouse,42.7,9,6.9,88.8,1.7380000000000002,Medium,83,14,9,5,0,High,4.2
B-1932,Meat,Chilled,B,2026-01-31,2026-02-05,346,Refrigerated,New York,R-1932,411,5.55,direct,90.3,2,18.9,64.8,1.565,High,66,5,2,3,0,High,4.9
B-1933,Onion,Fresh,A,2026-02-06,2026-02-20,247,Ambient,Los Angeles,R-1933,167,2.2,warehouse,50.5,7,14.2,82.9,1.686,Medium,60,14,7,7,0,Medium,3.7
B-1934,Meat,Chilled,A,2026-02-05,2026-02-10,136,Refrigerated,Houston,R-1934,485,11.83,direct,80.0,4,5.8,35.5,1.7380000000000002,Medium,90,5,4,1,1,Medium,5.5
B-1935,Tomato,Fresh,C,2026-02-06,2026-02-20,342,Ambient,Chicago,R-1935,333,5.46,direct,28.6,10,15.8,84.5,1.7147999999999999,Medium,72,14,10,4,0,High,3.4
B-1936,Fish,Chilled,C,2026-02-05,2026-02-10,126,Refrigerated,Houston,R-1936,29,0.38,warehouse,88.5,2,21.4,73.5,1.7380000000000002,Medium,77,5,2,3,0,High,5.7
B-1937,Onion,Fresh,B,2026-02-01,2026-02-15,323,Ambient,Chicago,R-1937,467,5.84,direct,74.2,7,14.5,51.0,1.7147999999999999,Medium,55,14,7,7,0,Medium,4.0
B-1938,Onion,Fresh,C,2026-02-09,2026-02-23,451,Ambient,New York,R-1938,306,7.29,warehouse,84.0,4,19.3,61.3,1.565,High,69,14,4,10,0,Medium,5.0
B-1939,Onion,Fresh,B,2026-02-08,2026-02-22,53,Ambient,Phoenix,R-1939,445,8.24,warehouse,62.8,4,21.5,36.8,1.8536,Medium,99,14,4,10,0,Medium,5.4
B-1940,Meat,Chilled,A,2026-02-02,2026-02-07,288,Refrigerated,New York,R-1940,463,9.65,warehouse,83.0,3,5.8,86.9,1.565,High,66,5,3,2,1,Medium,4.7
B-1941,Milk,Chilled,A,2026-02-02,2026-02-09,279,Refrigerated,Los Angeles,R-1941,191,2.45,warehouse,72.7,8,22.8,38.1,1.686,Medium,56,7,8,-1,1,High,4.2
B-1942,Milk,Chilled,A,2026-02-06,2026-02-13,139,Refrigerated,New York,R-1942,112,2.55,direct,17.8,10,19.0,37.7,1.565,High,77,7,10,-3,1,High,3.5
B-1943,Meat,Chilled,C,2026-02-07,2026-02-12,381,Refrigerated,Los Angeles,R-1943,341,7.58,direct,91.0,3,5.6,77.1,1.686,Medium,41,5,3,2,1,Medium,4.0
B-1944,Onion,Fresh,A,2026-02-06,2026-02-20,431,Ambient,New York,R-1944,363,8.85,warehouse,31.5,8,12.8,80.2,1.565,High,69,14,8,6,0,High,3.3
B-1945,Tomato,Fresh,C,2026-02-04,2026-02-18,397,Ambient,Chicago,R-1945,29,0.6,direct,56.5,5,19.8,53.9,1.7147999999999999,Medium,72,14,5,9,0,Medium,4.5
B-1946,Fish,Chilled,B,2026-02-02,2026-02-07,496,Refrigerated,New York,R-1946,23,0.43,warehouse,71.6,7,21.3,70.4,1.565,High,88,5,7,-2,1,High,5.6
B-1947,Onion,Fresh,A,2026-02-07,2026-02-21,454,Ambient,New York,R-1947,486,10.57,direct,80.5,2,4.6,39.6,1.565,High,69,14,2,12,0,Medium,4.7
B-1948,Meat,Chilled,B,2026-01-31,2026-02-05,142,Refrigerated,Houston,R-1948,342,5.61,warehouse,59.3,8,20.3,65.9,1.7380000000000002,Medium,90,5,8,-3,1,High,5.0
B-1949,Fish,Chilled,B,2026-02-09,2026-02-14,172,Refrigerated,Los Angeles,R-1949,304,4.0,warehouse,41.7,8,9.7,72.7,1.686,Medium,46,5,8,-3,1,High,2.8
B-1950,Onion,Fresh,B,2026-02-06,2026-02-20,458,Ambient,Houston,R-1950,76,1.65,direct,83.4,3,4.3,59.5,1.7380000000000002,Medium,84,14,3,11,0,Medium,5.8
B-1951,Milk,Chilled,C,2026-02-01,2026-02-08,318,Refrigerated,Chicago,R-1951,352,4.57,direct,62.3,5,8.0,50.3,1.7147999999999999,Medium,42,7,5,2,1,Medium,3.2
B-1952,Tomato,Fresh,B,2026-02-08,2026-02-22,252,Ambient,New York,R-1952,31,0.42,direct,84.1,4,4.5,48.6,1.565,High,99,14,4,10,0,Medium,6.5
B-1953,Fish,Chilled,C,2026-02-02,2026-02-07,122,Refrigerated,Phoenix,R-1953,209,3.54,warehouse,100.0,0,13.6,83.8,1.8536,Medium,66,5,0,5,0,High,5.4
B-1954,Fish,Chilled,C,2026-01-31,2026-02-05,362,Refrigerated,Phoenix,R-1954,138,2.76,warehouse,68.3,9,11.9,76.4,1.8536,Medium,66,5,9,-4,1,High,4.6
B-1955,Tomato,Fresh,A,2026-02-08,2026-02-22,493,Ambient,Chicago,R-1955,127,2.95,direct,86.4,2,19.1,87.3,1.7147999999999999,Medium,72,14,2,12,0,Medium,5.3
B-1956,Onion,Fresh,C,2026-02-08,2026-02-22,362,Ambient,Los Angeles,R-1956,238,4.41,warehouse,50.1,10,8.4,30.2,1.686,Medium,60,14,10,4,0,Medium,3.7
B-1957,Tomato,Fresh,A,2026-02-09,2026-02-23,457,Ambient,Los Angeles,R-1957,171,4.28,warehouse,16.8,9,5.3,60.6,1.686,Medium,77,14,9,5,0,High,3.4
B-1958,Milk,Chilled,C,2026-02-03,2026-02-10,354,Refrigerated,Chicago,R-1958,343,4.76,warehouse,35.0,10,17.4,30.3,1.7147999999999999,Medium,42,7,10,-3,1,High,2.4
B-1959,Milk,Chilled,B,2026-02-09,2026-02-16,51,Refrigerated,Los Angeles,R-1959,283,3.93,warehouse,93.0,1,13.9,71.2,1.686,Medium,56,7,1,6,0,High,4.7
B-1960,Meat,Chilled,A,2026-02-08,2026-02-13,394,Refrigerated,New York,R-1960,400,5.0,warehouse,95.7,1,12.5,60.8,1.565,High,66,5,1,4,0,High,5.1
B-1961,Tomato,Fresh,B,2026-02-03,2026-02-17,191,Ambient,New York,R-1961,33,0.82,direct,84.6,3,8.6,84.2,1.565,High,99,14,3,11,0,Medium,6.5
B-1962,Tomato,Fresh,A,2026-02-08,2026-02-22,454,Ambient,Houston,R-1962,248,5.17,direct,68.8,8,3.4,79.8,1.7380000000000002,Medium,83,14,8,6,0,Medium,5.1
B-1963,Onion,Fresh,C,2026-02-09,2026-02-23,432,Ambient,Chicago,R-1963,82,1.19,warehouse,57.9,6,4.2,64.4,1.7147999999999999,Medium,55,14,6,8,0,Medium,3.9
B-1964,Meat,Chilled,A,2026-02-05,2026-02-10,232,Refrigerated,Phoenix,R-1964,464,7.37,direct,83.8,4,20.4,52.9,1.8536,Medium,81,5,4,1,1,High,5.3
B-1965,Fish,Chilled,C,2026-01-31,2026-02-05,363,Refrigerated,Phoenix,R-1965,164,2.45,direct,74.0,6,7.7,77.4,1.8536,Medium,66,5,6,-1,1,Medium,4.7
B-1966,Tomato,Fresh,B,2026-02-04,2026-02-18,298,Ambient,Los Angeles,R-1966,436,7.03,warehouse,70.7,10,6.7,78.7,1.686,Medium,77,14,10,4,0,Medium,4.8
B-1967,Onion,Fresh,A,2026-02-06,2026-02-20,108,Ambient,New York,R-1967,176,2.2,warehouse,71.7,5,7.3,36.4,1.565,High,69,14,5,9,0,Medium,4.7
B-1968,Meat,Chilled,A,2026-01-31,2026-02-05,110,Refrigerated,Phoenix,R-1968,370,8.04,direct,82.4,6,22.0,40.0,1.8536,Medium,81,5,6,-1,1,High,5.3
B-1969,Fish,Chilled,B,2026-02-06,2026-02-11,89,Refrigerated,New York,R-1969,55,0.83,direct,84.7,3,6.3,85.0,1.565,High,88,5,3,2,1,Medium,6.0
B-1970,Fish,Chilled,C,2026-02-04,2026-02-09,208,Refrigerated,Houston,R-1970,291,5.2,warehouse,77.9,9,21.8,67.0,1.7380000000000002,Medium,77,5,9,-4,1,High,5.1
B-1971,Meat,Chilled,B,2026-02-01,2026-02-06,437,Refrigerated,New York,R-1971,382,6.47,warehouse,87.5,4,17.2,58.0,1.565,High,66,5,4,1,1,High,4.9
B-1972,Milk,Chilled,C,2026-02-04,2026-02-11,285,Refrigerated,Houston,R-1972,44,0.76,direct,80.2,2,20.9,36.6,1.7380000000000002,Medium,74,7,2,5,0,High,5.3
B-1973,Milk,Chilled,A,2026-02-01,2026-02-08,346,Refrigerated,Houston,R-1973,26,0.48,warehouse,79.9,6,18.7,33.9,1.7380000000000002,Medium,74,7,6,1,1,High,5.3
B-1974,Onion,Fresh,C,2026-01-31,2026-02-14,474,Ambient,New York,R-1974,356,5.84,warehouse,23.9,9,11.1,59.2,1.565,High,69,14,9,5,0,High,3.1
B-1975,Onion,Fresh,A,2026-02-09,2026-02-23,326,Ambient,Houston,R-1975,458,5.8,warehouse,75.0,10,15.7,38.5,1.7380000000000002,Medium,84,14,10,4,0,Medium,5.2
B-1976,Tomato,Fresh,B,2026-02-09,2026-02-23,310,Ambient,Houston,R-1976,344,7.48,direct,87.9,2,10.8,32.0,1.7380000000000002,Medium,83,14,2,12,0,Medium,5.6
B-1977,Fish,Chilled,A,2026-02-03,2026-02-08,411,Refrigerated,Phoenix,R-1977,160,2.71,direct,94.2,1,16.4,66.4,1.8536,Medium,66,5,1,4,0,High,5.3
B-1978,Fish,Chilled,A,2026-02-08,2026-02-13,363,Refrigerated,Phoenix,R-1978,421,9.79,warehouse,85.2,2,4.4,84.0,1.8536,Medium,66,5,2,3,0,Medium,4.8
B-1979,Meat,Chilled,A,2026-02-05,2026-02-10,402,Refrigerated,Chicago,R-1979,323,5.87,warehouse,53.8,6,19.8,76.2,1.7147999999999999,Medium,91,5,6,-1,1,High,4.9
B-1980,Onion,Fresh,C,2026-02-06,2026-02-20,252,Ambient,Houston,R-1980,295,6.02,direct,71.0,3,18.3,68.5,1.7380000000000002,Medium,84,14,3,11,0,Medium,5.2
B-1981,Milk,Chilled,C,2026-02-09,2026-02-16,210,Refrigerated,New York,R-1981,304,6.08,direct,77.5,3,9.7,63.9,1.565,High,77,7,3,4,0,Medium,5.1
B-1982,Onion,Fresh,A,2026-02-03,2026-02-17,51,Ambient,New York,R-1982,37,0.52,warehouse,37.4,9,16.7,76.6,1.565,High,69,14,9,5,0,High,3.8
B-1983,Tomato,Fresh,C,2026-02-07,2026-02-21,386,Ambient,Los Angeles,R-1983,436,10.9,warehouse,8.9,10,6.1,30.1,1.686,Medium,77,14,10,4,0,High,2.9
B-1984,Milk,Chilled,A,2026-02-03,2026-02-10,367,Refrigerated,Phoenix,R-1984,334,6.68,warehouse,65.8,4,6.1,49.2,1.8536,Medium,44,7,4,3,0,Medium,3.4
B-1985,Milk,Chilled,C,2026-02-01,2026-02-08,246,Refrigerated,Phoenix,R-1985,98,1.26,direct,79.1,9,3.0,32.6,1.8536,Medium,44,7,9,-2,1,Medium,4.0
B-1986,Meat,Chilled,A,2026-02-09,2026-02-14,498,Refrigerated,New York,R-1986,204,3.4,warehouse,78.2,4,19.6,68.7,1.565,High,66,5,4,1,1,High,4.8
B-1987,Fish,Chilled,B,2026-02-02,2026-02-07,211,Refrigerated,Chicago,R-1987,283,6.43,warehouse,66.8,7,20.2,68.4,1.7147999999999999,Medium,52,5,7,-2,1,High,3.8
B-1988,Meat,Chilled,A,2026-01-31,2026-02-05,461,Refrigerated,Los Angeles,R-1988,398,5.1,warehouse,79.2,7,3.4,30.3,1.686,Medium,41,5,7,-2,1,Medium,3.6
B-1989,Fish,Chilled,A,2026-02-05,2026-02-10,440,Refrigerated,New York,R-1989,94,1.47,warehouse,91.1,2,17.6,47.9,1.565,High,88,5,2,3,0,High,6.2
B-1990,Fish,Chilled,C,2026-02-06,2026-02-11,484,Refrigerated,Los Angeles,R-1990,200,4.76,direct,84.3,7,8.7,42.2,1.686,Medium,46,5,7,-2,1,Medium,4.2
B-1991,Tomato,Fresh,C,2026-02-09,2026-02-23,238,Ambient,Houston,R-1991,276,4.93,direct,100.0,0,18.1,34.8,1.7380000000000002,Medium,83,14,0,14,0,Medium,6.0
B-1992,Onion,Fresh,C,2026-02-06,2026-02-20,417,Ambient,Los Angeles,R-1992,162,2.7,warehouse,56.4,7,9.7,73.4,1.686,Medium,60,14,7,7,0,Medium,3.9
B-1993,Meat,Chilled,A,2026-02-02,2026-02-07,200,Refrigerated,Phoenix,R-1993,433,8.02,direct,2.0,10,18.4,76.7,1.8536,Medium,81,5,10,-5,1,High,2.9
B-1994,Milk,Chilled,A,2026-02-03,2026-02-10,363,Refrigerated,Houston,R-1994,157,2.71,warehouse,72.5,10,6.1,37.0,1.7380000000000002,Medium,74,7,10,-3,1,Medium,5.0
B-1995,Onion,Fresh,A,2026-01-31,2026-02-14,411,Ambient,Chicago,R-1995,423,5.49,direct,57.4,7,19.6,87.5,1.7147999999999999,Medium,55,14,7,7,0,Medium,3.5
B-1996,Meat,Chilled,A,2026-02-06,2026-02-11,191,Refrigerated,Los Angeles,R-1996,361,7.52,direct,65.6,9,23.0,55.4,1.686,Medium,41,5,9,-4,1,High,3.2
B-1997,Fish,Chilled,A,2026-02-07,2026-02-12,249,Refrigerated,Chicago,R-1997,36,0.5,warehouse,47.7,6,16.6,69.3,1.7147999999999999,Medium,52,5,6,-1,1,High,3.5
B-1998,Milk,Chilled,C,2026-02-02,2026-02-09,294,Refrigerated,Chicago,R-1998,470,6.27,warehouse,60.3,5,19.0,64.0,1.7147999999999999,Medium,42,7,5,2,1,High,3.0
B-1999,Fish,Chilled,A,2026-02-09,2026-02-14,491,Refrigerated,Chicago,R-1999,284,6.76,warehouse,58.3,5,10.8,84.4,1.7147999999999999,Medium,52,5,5,0,1,Medium,3.5
B-2000,Meat,Chilled,B,2026-02-04,2026-02-09,235,Refrigerated,Chicago,R-2000,122,2.6,direct,34.1,7,4.2,54.2,1.7147999999999999,Medium,91,5,7,-2,1,High,4.5
B-2001,Onion,Fresh,A,2026-02-04,2026-02-18,236,Ambient,Los Angeles,R-2001,434,7.11,warehouse,93.0,3,14.3,85.8,1.686,Medium,60,14,3,11,0,Medium,4.8
B-2002,Milk,Chilled,A,2026-02-04,2026-02-11,145,Refrigerated,Los Angeles,R-2002,497,8.02,warehouse,51.1,8,22.7,40.2,1.686,Medium,56,7,8,-1,1,High,3.3
B-2003,Meat,Chilled,B,2026-02-03,2026-02-08,147,Refrigerated,New York,R-2003,288,4.97,warehouse,38.6,8,10.9,68.6,1.565,High,66,5,8,-3,1,High,3.5
